2025-03-03 22:50:35.5723 | INFO | Now listening on: https://localhost:7084 | 
2025-03-03 22:50:35.6364 | INFO | Now listening on: http://localhost:5110 | 
2025-03-03 22:50:35.7196 | INFO | Application started. Press Ctrl+C to shut down. | 
2025-03-03 22:50:35.7196 | INFO | Hosting environment: Development | 
2025-03-03 22:50:35.7548 | INFO | Content root path: C:\Users\astha\source\repos\HelloGreetingApplication\HelloGreetingApplication\ | 
2025-03-03 22:50:37.9715 | INFO | Request starting HTTP/2 GET https://localhost:7084/HelloGreeting - - | 
2025-03-03 22:50:38.4327 | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication)' | 
2025-03-03 22:50:38.4523 | INFO | Route matched with {action = "Get", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Get() on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 22:50:38.4523 | INFO | GET request received to fetch all records. | 
2025-03-03 22:50:38.4636 | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.Collections.Generic.Dictionary`2[[System.Int32, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e],[ModelLayer.Model.RequestModel, ModelLayer, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]], System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 22:50:38.4954 | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication) in 35.1887ms | 
2025-03-03 22:50:38.4954 | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication)' | 
2025-03-03 22:50:38.5665 | INFO | Request finished HTTP/2 GET https://localhost:7084/HelloGreeting - - - 200 - application/json;+charset=utf-8 610.9385ms | 
2025-03-03 22:51:33.0821 | INFO | Application is starting... | 
